Date,Category,Quantity,Revenue
2020-03-29,Home,32,5184.0
2020-03-29,Sports,24,3110.4
2020-03-30,Electronics,11,5940.0
2020-03-30,Clothing,15,810.0
2020-03-30,Home,24,3888.0
2020-03-30,Sports,20,2592.0
2020-03-31,Electronics,8,4320.0
2020-03-31,Clothing,10,540.0
2020-03-31,Home,26,4212.0
2020-03-31,Sports,30,3888.0
2020-04-01,Electronics,7,3780.0
2020-04-01,Clothing,45,2430.0
2020-04-01,Home,46,7452.0
2020-04-01,Sports,18,2332.8
2020-04-02,Electronics,15,8100.0
2020-04-02,Clothing,22,1188.0
2020-04-02,Home,16,2592.0
2020-04-02,Sports,27,3499.2
2020-04-03,Electronics,16,8640.0
2020-04-03,Clothing,17,918.0
2020-04-03,Home,29,4698.0
2020-04-03,Sports,49,6350.4
2020-04-04,Electronics,23,12420.0
2020-04-04,Clothing,40,2160.0
2020-04-04,Home,49,7938.0
2020-04-04,Sports,12,1555.2
2020-04-05,Electronics,33,17820.0
2020-04-05,Clothing,36,1944.0
2020-04-05,Home,48,7776.0
2020-04-05,Sports,22,2851.2
2020-04-06,Electronics,10,5400.0
2020-04-06,Clothing,22,1188.0
2020-04-06,Home,23,3726.0
2020-04-06,Sports,26,3369.6
2020-04-07,Electronics,41,22140.0
2020-04-07,Clothing,36,1944.0
2020-04-07,Home,45,7290.0
2020-04-07,Sports,7,907.2
2020-04-08,Electronics,32,17280.0
2020-04-08,Clothing,14,756.0
2020-04-08,Home,39,6318.0
2020-04-08,Sports,33,4276.8
2020-04-09,Electronics,19,10260.0
2020-04-09,Clothing,37,1998.0
2020-04-09,Home,11,1782.0
2020-04-09,Sports,16,2073.6
2020-04-10,Electronics,34,18360.0
2020-04-10,Clothing,25,1350.0
2020-04-10,Home,35,5670.0
2020-04-10,Sports,28,3628.8
2020-04-11,Electronics,24,12960.0
2020-04-11,Clothing,41,2214.0
2020-04-11,Home,8,1296.0
2020-04-11,Sports,32,4147.2
2020-04-12,Electronics,48,25920.0
2020-04-12,Clothing,24,1296.0
2020-04-12,Home,28,4536.0
2020-04-12,Sports,36,4665.6
2020-04-13,Electronics,45,24300.0
2020-04-13,Clothing,40,2160.0
2020-04-13,Home,38,6156.0
2020-04-13,Sports,40,5184.0
2020-04-14,Electronics,6,3240.0
2020-04-14,Clothing,19,1026.0
2020-04-14,Home,38,6156.0
2020-04-14,Sports,40,5184.0
2020-04-15,Electronics,10,5400.0
2020-04-15,Clothing,43,2322.0
2020-04-15,Home,46,7452.0
2020-04-15,Sports,16,2073.6
2020-04-16,Electronics,7,3780.0
2020-04-16,Clothing,49,2646.0
2020-04-16,Home,22,3564.0
2020-04-16,Sports,44,5702.4
2020-04-17,Electronics,25,13500.0
2020-04-17,Clothing,19,1026.0
2020-04-17,Home,37,5994.0
2020-04-17,Sports,39,5054.4
2020-04-18,Electronics,30,16200.0
2020-04-18,Clothing,12,648.0
2020-04-18,Home,40,6480.0
2020-04-18,Sports,34,4406.4
2020-04-19,Electronics,27,14580.0
2020-04-19,Clothing,46,2484.0
2020-04-19,Home,48,7776.0
2020-04-19,Sports,18,2332.8
2020-04-20,Electronics,18,9720.0
2020-04-20,Clothing,6,324.0
2020-04-20,Home,41,6642.0
2020-04-20,Sports,9,1166.4
2020-04-21,Electronics,42,22680.0
2020-04-21,Clothing,49,2646.0
2020-04-21,Home,45,7290.0
2020-04-21,Sports,18,2332.8
2020-04-22,Electronics,43,23220.0
2020-04-22,Clothing,29,1566.0
2020-04-22,Home,24,3888.0
2020-04-22,Sports,6,777.6
2020-04-23,Electronics,43,23220.0
2020-04-23,Clothing,10,540.0
2020-04-23,Home,21,3402.0
2020-04-23,Sports,29,3758.4
2020-04-24,Electronics,32,17280.0
2020-04-24,Clothing,6,324.0
2020-04-24,Home,39,6318.0
2020-04-24,Sports,41,5313.6
2020-04-25,Electronics,9,4860.0
2020-04-25,Clothing,5,270.0
2020-04-25,Home,44,7128.0
2020-04-25,Sports,16,2073.6
2020-04-26,Electronics,40,21600.0
2020-04-26,Clothing,49,2646.0
2020-04-26,Home,27,4374.0
2020-04-26,Sports,35,4536.0
2020-04-27,Electronics,15,8100.0
2020-04-27,Clothing,14,756.0
2020-04-27,Home,7,1134.0
2020-04-27,Sports,18,2332.8
2020-04-28,Electronics,20,10800.0
2020-04-28,Clothing,14,756.0
2020-04-28,Home,33,5346.0
2020-04-28,Sports,14,1814.4
2020-04-29,Electronics,16,8640.0
2020-04-29,Clothing,34,1836.0
2020-04-29,Home,45,7290.0
2020-04-29,Sports,5,648.0
2020-04-30,Electronics,9,4860.0
2020-04-30,Clothing,24,1296.0
2020-04-30,Home,12,1944.0
2020-04-30,Sports,47,6091.2
2020-05-01,Electronics,16,8640.0
2020-05-01,Clothing,5,270.0
2020-05-01,Home,24,3888.0
2020-05-01,Sports,32,4147.2
2020-05-02,Electronics,47,25380.0
2020-05-02,Clothing,41,2214.0
2020-05-02,Home,41,6642.0
2020-05-02,Sports,16,2073.6
2020-05-03,Electronics,41,22140.0
2020-05-03,Clothing,48,2592.0
2020-05-03,Home,32,5184.0
2020-05-03,Sports,19,2462.4
2020-05-04,Electronics,10,5400.0
2020-05-04,Clothing,48,2592.0
2020-05-04,Home,24,3888.0
2020-05-04,Sports,18,2332.8
2020-05-05,Electronics,6,3240.0
2020-05-05,Clothing,13,702.0
2020-05-05,Home,41,6642.0
2020-05-05,Sports,24,3110.4
2020-05-06,Electronics,30,16200.0
2020-05-06,Clothing,33,1782.0
2020-05-06,Home,5,810.0
2020-05-06,Sports,39,5054.4
2020-05-07,Electronics,10,5400.0
2020-05-07,Clothing,41,2214.0
2020-05-07,Home,9,1458.0
2020-05-07,Sports,37,4795.2
2020-05-08,Electronics,18,9720.0
2020-05-08,Clothing,16,864.0
2020-05-08,Home,46,7452.0
2020-05-08,Sports,24,3110.4
2020-05-09,Electronics,28,15120.0
2020-05-09,Clothing,47,2538.0
2020-05-09,Home,38,6156.0
2020-05-09,Sports,29,3758.4
2020-05-10,Electronics,33,17820.0
2020-05-10,Clothing,43,2322.0
2020-05-10,Home,35,5670.0
2020-05-10,Sports,47,6091.2
2020-05-11,Electronics,27,14580.0
2020-05-11,Clothing,48,2592.0
2020-05-11,Home,42,6804.0
2020-05-11,Sports,24,3110.4
2020-05-12,Electronics,27,14580.0
2020-05-12,Clothing,49,2646.0
2020-05-12,Home,20,3240.0
2020-05-12,Sports,46,5961.6
2020-05-13,Electronics,12,6480.0
2020-05-13,Clothing,25,1350.0
2020-05-13,Home,5,810.0
2020-05-13,Sports,12,1555.2
2020-05-14,Electronics,33,17820.0
2020-05-14,Clothing,36,1944.0
2020-05-14,Home,42,6804.0
2020-05-14,Sports,9,1166.4
2020-05-15,Electronics,26,14040.0
2020-05-15,Clothing,38,2052.0
2020-05-15,Home,5,810.0
2020-05-15,Sports,30,3888.0
2020-05-16,Electronics,47,25380.0
2020-05-16,Clothing,14,756.0
2020-05-16,Home,34,5508.0
2020-05-16,Sports,22,2851.2
2020-05-17,Electronics,21,11340.0
2020-05-17,Clothing,30,1620.0
2020-05-17,Home,12,1944.0
2020-05-17,Sports,44,5702.4
2020-05-18,Electronics,16,8640.0
2020-05-18,Clothing,31,1674.0
2020-05-18,Home,12,1944.0
2020-05-18,Sports,29,3758.4
2020-05-19,Electronics,8,4320.0
2020-05-19,Clothing,37,1998.0
2020-05-19,Home,5,810.0
2020-05-19,Sports,23,2980.8
2020-05-20,Electronics,35,18900.0
2020-05-20,Clothing,20,1080.0
2020-05-20,Home,18,2916.0
2020-05-20,Sports,9,1166.4
2020-05-21,Electronics,45,24300.0
2020-05-21,Clothing,30,1620.0
2020-05-21,Home,32,5184.0
2020-05-21,Sports,6,777.6
2020-05-22,Electronics,10,5400.0
2020-05-22,Clothing,13,702.0
2020-05-22,Home,37,5994.0
2020-05-22,Sports,45,5832.0
2020-05-23,Electronics,29,15660.0
2020-05-23,Clothing,17,918.0
2020-05-23,Home,13,2106.0
2020-05-23,Sports,17,2203.2
2020-05-24,Electronics,35,18900.0
2020-05-24,Clothing,45,2430.0
2020-05-24,Home,15,2430.0
2020-05-24,Sports,8,1036.8
2020-05-25,Electronics,38,20520.0
2020-05-25,Clothing,42,2268.0
2020-05-25,Home,8,1296.0
2020-05-25,Sports,42,5443.2
2020-05-26,Electronics,23,12420.0
2020-05-26,Clothing,10,540.0
2020-05-26,Home,38,6156.0
2020-05-26,Sports,22,2851.2
2020-05-27,Electronics,17,9180.0
2020-05-27,Clothing,45,2430.0
2020-05-27,Home,27,4374.0
2020-05-27,Sports,23,2980.8
2020-05-28,Electronics,49,26460.0
2020-05-28,Clothing,15,810.0
2020-05-28,Home,5,810.0
2020-05-28,Sports,28,3628.8
2020-05-29,Electronics,11,5940.0
2020-05-29,Clothing,29,1566.0
2020-05-29,Home,25,4050.0
2020-05-29,Sports,19,2462.4
2020-05-30,Electronics,5,2700.0
2020-05-30,Clothing,16,864.0
2020-05-30,Home,11,1782.0
2020-05-30,Sports,19,2462.4
2020-05-31,Electronics,25,13500.0
2020-05-31,Clothing,23,1242.0
2020-05-31,Home,33,5346.0
2020-05-31,Sports,29,3758.4
2020-06-01,Electronics,37,19980.0
2020-06-01,Clothing,36,1944.0
2020-06-01,Home,39,6318.0
2020-06-01,Sports,48,6220.8
2020-06-02,Electronics,42,22680.0
2020-06-02,Clothing,30,1620.0
2020-06-02,Home,15,2430.0
2020-06-02,Sports,39,5054.4
2020-06-03,Electronics,12,6480.0
2020-06-03,Clothing,18,972.0
2020-06-03,Home,14,2268.0
2020-06-03,Sports,6,777.6
2020-06-04,Electronics,13,7020.0
2020-06-04,Clothing,7,378.0
2020-06-04,Home,25,4050.0
2020-06-04,Sports,30,3888.0
2020-06-05,Electronics,12,6480.0
2020-06-05,Clothing,6,324.0
2020-06-05,Home,10,1620.0
2020-06-05,Sports,32,4147.2
2020-06-06,Electronics,33,17820.0
2020-06-06,Clothing,30,1620.0
2020-06-06,Home,29,4698.0
2020-06-06,Sports,16,2073.6
2020-06-07,Electronics,9,4860.0
2020-06-07,Clothing,38,2052.0
2020-06-07,Home,41,6642.0
2020-06-07,Sports,19,2462.4
2020-06-08,Electronics,48,25920.0
2020-06-08,Clothing,40,2160.0
2020-06-08,Home,19,3078.0
2020-06-08,Sports,47,6091.2
2020-06-09,Electronics,27,14580.0
2020-06-09,Clothing,10,540.0
2020-06-09,Home,48,7776.0
2020-06-09,Sports,47,6091.2
2020-06-10,Electronics,49,26460.0
2020-06-10,Clothing,25,1350.0
2020-06-10,Home,27,4374.0
2020-06-10,Sports,47,6091.2
2020-06-11,Electronics,20,10800.0
2020-06-11,Clothing,19,1026.0
2020-06-11,Home,29,4698.0
2020-06-11,Sports,40,5184.0
2020-06-12,Electronics,15,8100.0
2020-06-12,Clothing,19,1026.0
2020-06-12,Home,8,1296.0
2020-06-12,Sports,25,3240.0
2020-06-13,Electronics,17,9180.0
2020-06-13,Clothing,26,1404.0
2020-06-13,Home,23,3726.0
2020-06-13,Sports,38,4924.8
2020-06-14,Electronics,18,9720.0
2020-06-14,Clothing,8,432.0
2020-06-14,Home,31,5022.0
2020-06-14,Sports,33,4276.8
2020-06-15,Electronics,32,17280.0
2020-06-15,Clothing,39,2106.0
2020-06-15,Home,12,1944.0
2020-06-15,Sports,20,2592.0
2020-06-16,Electronics,46,24840.0
2020-06-16,Clothing,40,2160.0
2020-06-16,Home,34,5508.0
2020-06-16,Sports,22,2851.2
2020-06-17,Electronics,6,3240.0
2020-06-17,Clothing,17,918.0
2020-06-17,Home,8,1296.0
2020-06-17,Sports,30,3888.0
2020-06-18,Electronics,29,15660.0
2020-06-18,Clothing,34,1836.0
2020-06-18,Home,15,2430.0
2020-06-18,Sports,11,1425.6
2020-06-19,Electronics,35,18900.0
2020-06-19,Clothing,48,2592.0
2020-06-19,Home,14,2268.0
2020-06-19,Sports,43,5572.8
2020-06-20,Electronics,17,9180.0
2020-06-20,Clothing,35,1890.0
2020-06-20,Home,11,1782.0
2020-06-20,Sports,46,5961.6
2020-06-21,Electronics,46,24840.0
2020-06-21,Clothing,40,2160.0
2020-06-21,Home,24,3888.0
2020-06-21,Sports,8,1036.8
2020-06-22,Electronics,11,5940.0
2020-06-22,Clothing,5,270.0
2020-06-22,Home,48,7776.0
2020-06-22,Sports,49,6350.4
2020-06-23,Electronics,46,24840.0
2020-06-23,Clothing,17,918.0
2020-06-23,Home,26,4212.0
2020-06-23,Sports,25,3240.0
2020-06-24,Electronics,26,14040.0
2020-06-24,Clothing,32,1728.0
2020-06-24,Home,13,2106.0
2020-06-24,Sports,30,3888.0
2020-06-25,Electronics,13,7020.0
2020-06-25,Clothing,19,1026.0
2020-06-25,Home,14,2268.0
2020-06-25,Sports,28,3628.8
2020-06-26,Electronics,46,24840.0
2020-06-26,Clothing,12,648.0
2020-06-26,Home,28,4536.0
2020-06-26,Sports,20,2592.0
2020-06-27,Electronics,30,16200.0
2020-06-27,Clothing,31,1674.0
2020-06-27,Home,41,6642.0
2020-06-27,Sports,8,1036.8
2020-06-28,Electronics,28,15120.0
2020-06-28,Clothing,23,1242.0
2020-06-28,Home,40,6480.0
2020-06-28,Sports,43,5572.8
2020-06-29,Electronics,14,7560.0
2020-06-29,Clothing,29,1566.0
2020-06-29,Home,22,3564.0
2020-06-29,Sports,23,2980.8
2020-06-30,Electronics,40,21600.0
2020-06-30,Clothing,14,756.0
2020-06-30,Home,37,5994.0
2020-06-30,Sports,9,1166.4
2020-07-01,Electronics,39,21060.0
2020-07-01,Clothing,48,2592.0
2020-07-01,Home,38,6156.0
2020-07-01,Sports,37,4795.2
2020-07-02,Electronics,25,13500.0
2020-07-02,Clothing,21,1134.0
2020-07-02,Home,26,4212.0
2020-07-02,Sports,41,5313.6
2020-07-03,Electronics,19,10260.0
2020-07-03,Clothing,39,2106.0
2020-07-03,Home,32,5184.0
2020-07-03,Sports,11,1425.6
2020-07-04,Electronics,36,19440.0
2020-07-04,Clothing,15,810.0
2020-07-04,Home,14,2268.0
2020-07-04,Sports,13,1684.8
2020-07-05,Electronics,18,9720.0
2020-07-05,Clothing,17,918.0
2020-07-05,Home,29,4698.0
2020-07-05,Sports,6,777.6
2020-07-06,Electronics,39,21060.0
2020-07-06,Clothing,11,594.0
2020-07-06,Home,25,4050.0
2020-07-06,Sports,22,2851.2
2020-07-07,Electronics,7,3780.0
2020-07-07,Clothing,46,2484.0
2020-07-07,Home,43,6966.0
2020-07-07,Sports,45,5832.0
2020-07-08,Electronics,15,8100.0
2020-07-08,Clothing,43,2322.0
2020-07-08,Home,28,4536.0
2020-07-08,Sports,23,2980.8
2020-07-09,Electronics,8,4320.0
2020-07-09,Clothing,30,1620.0
2020-07-09,Home,42,6804.0
2020-07-09,Sports,46,5961.6
2020-07-10,Electronics,36,19440.0
2020-07-10,Clothing,43,2322.0
2020-07-10,Home,49,7938.0
2020-07-10,Sports,40,5184.0
2020-07-11,Electronics,44,23760.0
2020-07-11,Clothing,41,2214.0
2020-07-11,Home,37,5994.0
2020-07-11,Sports,40,5184.0
2020-07-12,Electronics,7,3780.0
2020-07-12,Clothing,13,702.0
2020-07-12,Home,12,1944.0
2020-07-12,Sports,37,4795.2
2020-07-13,Electronics,10,5400.0
2020-07-13,Clothing,45,2430.0
2020-07-13,Home,43,6966.0
2020-07-13,Sports,8,1036.8
2020-07-14,Electronics,17,9180.0
2020-07-14,Clothing,6,324.0
2020-07-14,Home,9,1458.0
2020-07-14,Sports,48,6220.8
2020-07-15,Electronics,31,16740.0
2020-07-15,Clothing,36,1944.0
2020-07-15,Home,25,4050.0
2020-07-15,Sports,12,1555.2
2020-07-16,Electronics,42,22680.0
2020-07-16,Clothing,12,648.0
2020-07-16,Home,7,1134.0
2020-07-16,Sports,48,6220.8
2020-07-17,Electronics,7,3780.0
2020-07-17,Clothing,26,1404.0
2020-07-17,Home,10,1620.0
2020-07-17,Sports,6,777.6
2020-07-18,Electronics,27,14580.0
2020-07-18,Clothing,48,2592.0
2020-07-18,Home,6,972.0
2020-07-18,Sports,42,5443.2
2020-07-19,Electronics,21,11340.0
2020-07-19,Clothing,39,2106.0
2020-07-19,Home,38,6156.0
2020-07-19,Sports,27,3499.2
2020-07-20,Electronics,34,18360.0
2020-07-20,Clothing,12,648.0
2020-07-20,Home,26,4212.0
2020-07-20,Sports,48,6220.8
2020-07-21,Electronics,40,21600.0
2020-07-21,Clothing,9,486.0
2020-07-21,Home,17,2754.0
2020-07-21,Sports,33,4276.8
2020-07-22,Electronics,35,18900.0
2020-07-22,Clothing,20,1080.0
2020-07-22,Home,46,7452.0
2020-07-22,Sports,34,4406.4
2020-07-23,Electronics,20,10800.0
2020-07-23,Clothing,16,864.0
2020-07-23,Home,21,3402.0
2020-07-23,Sports,20,2592.0
2020-07-24,Electronics,16,8640.0
2020-07-24,Clothing,12,648.0
2020-07-24,Home,24,3888.0
2020-07-24,Sports,7,907.2
2020-07-25,Electronics,20,10800.0
2020-07-25,Clothing,34,1836.0
2020-07-25,Home,49,7938.0
2020-07-25,Sports,27,3499.2
2020-07-26,Electronics,32,17280.0
2020-07-26,Clothing,44,2376.0
2020-07-26,Home,9,1458.0
2020-07-26,Sports,24,3110.4
2020-07-27,Electronics,44,23760.0
2020-07-27,Clothing,48,2592.0
2020-07-27,Home,5,810.0
2020-07-27,Sports,34,4406.4
2020-07-28,Electronics,25,13500.0
2020-07-28,Clothing,24,1296.0
2020-07-28,Home,10,1620.0
2020-07-28,Sports,26,3369.6
2020-07-29,Electronics,22,11880.0
2020-07-29,Clothing,12,648.0
2020-07-29,Home,43,6966.0
2020-07-29,Sports,36,4665.6
2020-07-30,Electronics,37,19980.0
2020-07-30,Clothing,20,1080.0
2020-07-30,Home,16,2592.0
2020-07-30,Sports,42,5443.2
2020-07-31,Electronics,38,20520.0
2020-07-31,Clothing,18,972.0
2020-07-31,Home,40,6480.0
2020-07-31,Sports,37,4795.2
2020-08-01,Electronics,27,14580.0
2020-08-01,Clothing,49,2646.0
2020-08-01,Home,6,972.0
2020-08-01,Sports,45,5832.0
2020-08-02,Electronics,25,13500.0
2020-08-02,Clothing,6,324.0
2020-08-02,Home,31,5022.0
2020-08-02,Sports,13,1684.8
2020-08-03,Electronics,5,2700.0
2020-08-03,Clothing,15,810.0
2020-08-03,Home,7,1134.0
2020-08-03,Sports,27,3499.2
2020-08-04,Electronics,30,16200.0
2020-08-04,Clothing,8,432.0
2020-08-04,Home,22,3564.0
2020-08-04,Sports,10,1296.0
2020-08-05,Electronics,39,21060.0
2020-08-05,Clothing,26,1404.0
2020-08-05,Home,47,7614.0
2020-08-05,Sports,19,2462.4
2020-08-06,Electronics,26,14040.0
2020-08-06,Clothing,41,2214.0
2020-08-06,Home,46,7452.0
2020-08-06,Sports,16,2073.6
2020-08-07,Electronics,46,24840.0
2020-08-07,Clothing,42,2268.0
2020-08-07,Home,22,3564.0
2020-08-07,Sports,49,6350.4
2020-08-08,Electronics,39,21060.0
2020-08-08,Clothing,34,1836.0
2020-08-08,Home,28,4536.0
2020-08-08,Sports,46,5961.6
2020-08-09,Electronics,34,18360.0
2020-08-09,Clothing,18,972.0
2020-08-09,Home,10,1620.0
2020-08-09,Sports,7,907.2
2020-08-10,Electronics,20,10800.0
2020-08-10,Clothing,11,594.0
2020-08-10,Home,18,2916.0
2020-08-10,Sports,13,1684.8
2020-08-11,Electronics,19,10260.0
2020-08-11,Clothing,25,1350.0
2020-08-11,Home,39,6318.0
2020-08-11,Sports,6,777.6
2020-08-12,Electronics,31,16740.0
2020-08-12,Clothing,6,324.0
2020-08-12,Home,39,6318.0
2020-08-12,Sports,22,2851.2
2020-08-13,Electronics,18,9720.0
2020-08-13,Clothing,24,1296.0
2020-08-13,Home,22,3564.0
2020-08-13,Sports,14,1814.4
2020-08-14,Electronics,29,15660.0
2020-08-14,Clothing,6,324.0
2020-08-14,Home,29,4698.0
2020-08-14,Sports,37,4795.2
2020-08-15,Electronics,40,21600.0
2020-08-15,Clothing,35,1890.0
2020-08-15,Home,18,2916.0
2020-08-15,Sports,5,648.0
2020-08-16,Electronics,20,10800.0
2020-08-16,Clothing,7,378.0
2020-08-16,Home,39,6318.0
2020-08-16,Sports,45,5832.0
2020-08-17,Electronics,10,5400.0
2020-08-17,Clothing,29,1566.0
2020-08-17,Home,17,2754.0
2020-08-17,Sports,38,4924.8
2020-08-18,Electronics,12,6480.0
2020-08-18,Clothing,25,1350.0
2020-08-18,Home,38,6156.0
2020-08-18,Sports,8,1036.8
2020-08-19,Electronics,29,15660.0
2020-08-19,Clothing,19,1026.0
2020-08-19,Home,8,1296.0
2020-08-19,Sports,49,6350.4
2020-08-20,Electronics,16,8640.0
2020-08-20,Clothing,36,1944.0
2020-08-20,Home,36,5832.0
2020-08-20,Sports,32,4147.2
2020-08-21,Electronics,17,9180.0
2020-08-21,Clothing,35,1890.0
2020-08-21,Home,18,2916.0
2020-08-21,Sports,24,3110.4
2020-08-22,Electronics,22,11880.0
2020-08-22,Clothing,33,1782.0
2020-08-22,Home,10,1620.0
2020-08-22,Sports,36,4665.6
2020-08-23,Electronics,33,17820.0
2020-08-23,Clothing,47,2538.0
2020-08-23,Home,6,972.0
2020-08-23,Sports,27,3499.2
2020-08-24,Electronics,23,12420.0
2020-08-24,Clothing,35,1890.0
2020-08-24,Home,9,1458.0
2020-08-24,Sports,23,2980.8
2020-08-25,Electronics,38,20520.0
2020-08-25,Clothing,14,756.0
2020-08-25,Home,29,4698.0
2020-08-25,Sports,6,777.6
2020-08-26,Electronics,15,8100.0
2020-08-26,Clothing,35,1890.0
2020-08-26,Home,19,3078.0
2020-08-26,Sports,13,1684.8
2020-08-27,Electronics,27,14580.0
2020-08-27,Clothing,23,1242.0
2020-08-27,Home,13,2106.0
2020-08-27,Sports,39,5054.4
2020-08-28,Electronics,25,13500.0
2020-08-28,Clothing,13,702.0
2020-08-28,Home,32,5184.0
2020-08-28,Sports,11,1425.6
2020-08-29,Electronics,20,10800.0
2020-08-29,Clothing,20,1080.0
2020-08-29,Home,37,5994.0
2020-08-29,Sports,8,1036.8
2020-08-30,Electronics,8,4320.0
2020-08-30,Clothing,43,2322.0
2020-08-30,Home,44,7128.0
2020-08-30,Sports,21,2721.6
2020-08-31,Electronics,41,22140.0
2020-08-31,Clothing,43,2322.0
2020-08-31,Home,33,5346.0
2020-08-31,Sports,40,5184.0
2020-09-01,Electronics,42,22680.0
2020-09-01,Clothing,43,2322.0
2020-09-01,Home,41,6642.0
2020-09-01,Sports,39,5054.4
2020-09-02,Electronics,11,5940.0
2020-09-02,Clothing,31,1674.0
2020-09-02,Home,32,5184.0
2020-09-02,Sports,26,3369.6
2020-09-03,Electronics,18,9720.0
2020-09-03,Clothing,11,594.0
2020-09-03,Home,41,6642.0
2020-09-03,Sports,26,3369.6
2020-09-04,Electronics,9,4860.0
2020-09-04,Clothing,6,324.0
2020-09-04,Home,31,5022.0
2020-09-04,Sports,25,3240.0
2020-09-05,Electronics,42,22680.0
2020-09-05,Clothing,19,1026.0
2020-09-05,Home,25,4050.0
2020-09-05,Sports,14,1814.4
2020-09-06,Electronics,27,14580.0
2020-09-06,Clothing,43,2322.0
2020-09-06,Home,9,1458.0
2020-09-06,Sports,5,648.0
2020-09-07,Electronics,17,9180.0
2020-09-07,Clothing,25,1350.0
2020-09-07,Home,30,4860.0
2020-09-07,Sports,49,6350.4
2020-09-08,Electronics,25,13500.0
2020-09-08,Clothing,22,1188.0
2020-09-08,Home,41,6642.0
2020-09-08,Sports,49,6350.4
2020-09-09,Electronics,36,19440.0
2020-09-09,Clothing,40,2160.0
2020-09-09,Home,21,3402.0
2020-09-09,Sports,39,5054.4
2020-09-10,Electronics,15,8100.0
2020-09-10,Clothing,25,1350.0
2020-09-10,Home,30,4860.0
2020-09-10,Sports,8,1036.8
2020-09-11,Electronics,38,20520.0
2020-09-11,Clothing,22,1188.0
2020-09-11,Home,44,7128.0
2020-09-11,Sports,39,5054.4
2020-09-12,Electronics,45,24300.0
2020-09-12,Clothing,33,1782.0
2020-09-12,Home,33,5346.0
2020-09-12,Sports,42,5443.2
2020-09-13,Electronics,46,24840.0
2020-09-13,Clothing,25,1350.0
2020-09-13,Home,46,7452.0
2020-09-13,Sports,17,2203.2
2020-09-14,Electronics,45,24300.0
2020-09-14,Clothing,21,1134.0
2020-09-14,Home,13,2106.0
2020-09-14,Sports,45,5832.0
2020-09-15,Electronics,5,2700.0
2020-09-15,Clothing,6,324.0
2020-09-15,Home,33,5346.0
2020-09-15,Sports,37,4795.2
2020-09-16,Electronics,14,7560.0
2020-09-16,Clothing,44,2376.0
2020-09-16,Home,25,4050.0
2020-09-16,Sports,32,4147.2
2020-09-17,Electronics,15,8100.0
2020-09-17,Clothing,38,2052.0
2020-09-17,Home,12,1944.0
2020-09-17,Sports,26,3369.6
2020-09-18,Electronics,12,6480.0
2020-09-18,Clothing,19,1026.0
2020-09-18,Home,21,3402.0
2020-09-18,Sports,27,3499.2
2020-09-19,Electronics,28,15120.0
2020-09-19,Clothing,49,2646.0
2020-09-19,Home,23,3726.0
2020-09-19,Sports,9,1166.4
2020-09-20,Electronics,36,19440.0
2020-09-20,Clothing,48,2592.0
2020-09-20,Home,5,810.0
2020-09-20,Sports,27,3499.2
2020-09-21,Electronics,41,22140.0
2020-09-21,Clothing,12,648.0
2020-09-21,Home,17,2754.0
2020-09-21,Sports,12,1555.2
2020-09-22,Electronics,27,14580.0
2020-09-22,Clothing,47,2538.0
2020-09-22,Home,5,810.0
2020-09-22,Sports,49,6350.4
2020-09-23,Electronics,28,15120.0
2020-09-23,Clothing,39,2106.0
2020-09-23,Home,28,4536.0
2020-09-23,Sports,21,2721.6
2020-09-24,Electronics,9,4860.0
2020-09-24,Clothing,24,1296.0
2020-09-24,Home,25,4050.0
2020-09-24,Sports,44,5702.4
2020-09-25,Electronics,35,18900.0
2020-09-25,Clothing,40,2160.0
2020-09-25,Home,15,2430.0
2020-09-25,Sports,19,2462.4
2020-09-26,Electronics,23,12420.0
2020-09-26,Clothing,11,594.0
2020-09-26,Home,32,5184.0
2020-09-26,Sports,47,6091.2
2020-09-27,Electronics,9,4860.0
2020-09-27,Clothing,9,486.0
2020-09-27,Home,34,5508.0
2020-09-27,Sports,36,4665.6
2020-09-28,Electronics,12,6480.0
2020-09-28,Clothing,14,756.0
2020-09-28,Home,42,6804.0
2020-09-28,Sports,36,4665.6
2020-09-29,Electronics,32,17280.0
2020-09-29,Clothing,21,1134.0
2020-09-29,Home,35,5670.0
2020-09-29,Sports,12,1555.2
2020-09-30,Electronics,44,23760.0
2020-09-30,Clothing,29,1566.0
2020-09-30,Home,13,2106.0
2020-09-30,Sports,6,777.6
2020-10-01,Electronics,19,12312.0
2020-10-01,Clothing,7,453.6
2020-10-01,Home,40,7776.0
2020-10-01,Sports,8,1244.16
2020-10-02,Electronics,18,11664.0
2020-10-02,Clothing,45,2916.0
2020-10-02,Home,45,8748.0
2020-10-02,Sports,29,4510.08
2020-10-03,Electronics,14,9072.0
2020-10-03,Clothing,25,1620.0
2020-10-03,Home,40,7776.0
2020-10-03,Sports,16,2488.32
2020-10-04,Electronics,31,20088.0
2020-10-04,Clothing,44,2851.2
2020-10-04,Home,6,1166.4
2020-10-04,Sports,17,2643.84
2020-10-05,Electronics,36,23328.0
2020-10-05,Clothing,35,2268.0
2020-10-05,Home,20,3888.0
2020-10-05,Sports,36,5598.72
2020-10-06,Electronics,36,23328.0
2020-10-06,Clothing,38,2462.4
2020-10-06,Home,15,2916.0
2020-10-06,Sports,14,2177.28
2020-10-07,Electronics,19,12312.0
2020-10-07,Clothing,21,1360.8
2020-10-07,Home,44,8553.6
2020-10-07,Sports,22,3421.44
